fbi_code,fbi_name,legal_definition,friendly_definition,iucr,primary_type,description,type,index_code
20,Offenses against family,"Unlawful, nonviolent acts by a family member (or legal guardian) that threaten the physical, mental, or economic well-being or morals of another family member and that are not classifiable as other offenses, such as Assault, Incest, Statutory Rape, etc.",,1720,OFFENSE INVOLVING CHILDREN,CONTRIBUTE DELINQUENCY OF A CHILD,sensitive,N
20,Offenses against family,"Unlawful, nonviolent acts by a family member (or legal guardian) that threaten the physical, mental, or economic well-being or morals of another family member and that are not classifiable as other offenses, such as Assault, Incest, Statutory Rape, etc.",,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,sensitive,N
20,Offenses against family,"Unlawful, nonviolent acts by a family member (or legal guardian) that threaten the physical, mental, or economic well-being or morals of another family member and that are not classifiable as other offenses, such as Assault, Incest, Statutory Rape, etc.",,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,sensitive,N
20,Offenses against family,"Unlawful, nonviolent acts by a family member (or legal guardian) that threaten the physical, mental, or economic well-being or morals of another family member and that are not classifiable as other offenses, such as Assault, Incest, Statutory Rape, etc.",,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,sensitive,N
20,Offenses against family,"Unlawful, nonviolent acts by a family member (or legal guardian) that threaten the physical, mental, or economic well-being or morals of another family member and that are not classifiable as other offenses, such as Assault, Incest, Statutory Rape, etc.",,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,sensitive,N
20,Offenses against family,"Unlawful, nonviolent acts by a family member (or legal guardian) that threaten the physical, mental, or economic well-being or morals of another family member and that are not classifiable as other offenses, such as Assault, Incest, Statutory Rape, etc.",,1791,OFFENSE INVOLVING CHILDREN,HARBOR RUNAWAY,sensitive,N
20,Offenses against family,"Unlawful, nonviolent acts by a family member (or legal guardian) that threaten the physical, mental, or economic well-being or morals of another family member and that are not classifiable as other offenses, such as Assault, Incest, Statutory Rape, etc.",,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,sensitive,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1505,PROSTITUTION,CALL OPERATION,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1507,PROSTITUTION,SOLICIT OFF PUBLIC WAY,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1510,PROSTITUTION,CAB OPERATION,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1511,PROSTITUTION,IN TAVERN,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1513,PROSTITUTION,SOLICIT FOR BUSINESS,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1515,PROSTITUTION,PANDERING,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1520,PROSTITUTION,KEEP PLACE OF PROSTITUTION,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1521,PROSTITUTION,KEEP PLACE OF JUV PROSTITUTION,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1525,PROSTITUTION,PATRONIZING A PROSTITUTE,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1526,PROSTITUTION,PATRONIZE JUVENILE PROSTITUTE,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1530,PROSTITUTION,PIMPING,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1531,PROSTITUTION,JUVENILE PIMPING,quality,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1537,OFFENSE INVOLVING CHILDREN,POS: PORNOGRAPHIC PRINT,sensitive,N
16,Prostitution,To unlawfully engage in or promote sexual activities for profit.,"Selling sex for money, as either the pimp or the prostitute.",1549,PROSTITUTION,OTHER PROSTITUTION OFFENSE,quality,N
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,031A,ROBBERY,ARMED: HANDGUN,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,031B,ROBBERY,ARMED: OTHER FIREARM,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,0320,ROBBERY,STRONGARM - NO WEAPON,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,0325,ROBBERY,VEHICULAR HIJACKING,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,0330,ROBBERY,AGGRAVATED,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,0331,ROBBERY,ATTEMPT: AGGRAVATED,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,033B,ROBBERY,ATTEMPT: ARMED-OTHER FIREARM,violent,I
03,Robbery,"The taking or attempting to take anything of value under confrontational circumstances from the control, custody, or care of another person by force or threat of force or violence and/or by putting the victim in fear of immediate harm. ",Stealing - or trying to steal - a person's stuff through intimidation or force. Muggings are an example.,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,violent,I
08A,Simple assault,"An unlawful physical attack by one person upon another where neither the offender displays a weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Credibly threatening to hit someone.,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,violent,N
08A,Simple assault,"An unlawful physical attack by one person upon another where neither the offender displays a weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Credibly threatening to hit someone.,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,violent,N
08A,Simple assault,"An unlawful physical attack by one person upon another where neither the offender displays a weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Credibly threatening to hit someone.,0560,ASSAULT,SIMPLE,violent,N
08A,Simple assault,"An unlawful physical attack by one person upon another where neither the offender displays a weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Credibly threatening to hit someone.,0580,STALKING,SIMPLE,sensitive,N
08A,Simple assault,"An unlawful physical attack by one person upon another where neither the offender displays a weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Credibly threatening to hit someone.,0581,STALKING,AGGRAVATED,sensitive,N
08A,Simple assault,"An unlawful physical attack by one person upon another where neither the offender displays a weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Credibly threatening to hit someone.,0583,STALKING,CYBERSTALKING,sensitive,N
08B,Simple battery,"A person commits battery if he intentionally or knowingly without legal justification and by any means, (1) causes bodily harm to an individual or (2) makes physical contact of an insulting or provoking nature with an individual.",Hitting someone.,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,violent,N
08B,Simple battery,"A person commits battery if he intentionally or knowingly without legal justification and by any means, (1) causes bodily harm to an individual or (2) makes physical contact of an insulting or provoking nature with an individual.",Hitting someone.,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,violent,N
08B,Simple battery,"A person commits battery if he intentionally or knowingly without legal justification and by any means, (1) causes bodily harm to an individual or (2) makes physical contact of an insulting or provoking nature with an individual.",Hitting someone.,0460,BATTERY,SIMPLE,violent,N
08B,Simple battery,"A person commits battery if he intentionally or knowingly without legal justification and by any means, (1) causes bodily harm to an individual or (2) makes physical contact of an insulting or provoking nature with an individual.",Hitting someone.,0475,BATTERY,OF UNBORN CHILD,violent,N
08B,Simple battery,"A person commits battery if he intentionally or knowingly without legal justification and by any means, (1) causes bodily harm to an individual or (2) makes physical contact of an insulting or provoking nature with an individual.",Hitting someone.,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,violent,N
08B,Simple battery,"A person commits battery if he intentionally or knowingly without legal justification and by any means, (1) causes bodily harm to an individual or (2) makes physical contact of an insulting or provoking nature with an individual.",Hitting someone.,0486,BATTERY,DOMESTIC BATTERY SIMPLE,violent,N
08B,Simple battery,"A person commits battery if he intentionally or knowingly without legal justification and by any means, (1) causes bodily harm to an individual or (2) makes physical contact of an insulting or provoking nature with an individual.",Hitting someone.,0487,BATTERY,AGGRAVATED OF A UNBORN CHILD,violent,N
08B,Simple battery,"A person commits battery if he intentionally or knowingly without legal justification and by any means, (1) causes bodily harm to an individual or (2) makes physical contact of an insulting or provoking nature with an individual.",Hitting someone.,0494,RITUALISM,AGG RIT MUT: HANDS/FIST/FEET NO/MINOR INJURY,other,N
08B,Simple battery,"A person commits battery if he intentionally or knowingly without legal justification and by any means, (1) causes bodily harm to an individual or (2) makes physical contact of an insulting or provoking nature with an individual.",Hitting someone.,486,BATTERY,DOMESTIC BATTERY SIMPLE,,
08B,Simple battery,"A person commits battery if he intentionally or knowingly without legal justification and by any means, (1) causes bodily harm to an individual or (2) makes physical contact of an insulting or provoking nature with an individual.",Hitting someone.,9901,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,,
13,Stolen property,"Receiving, buying, selling, possessing, concealing, or transporting any property with the knowledge that it has been unlawfully taken, as by Burglary, Embezzlement, Fraud, Larceny, Robbery, etc. ","Possessing, carrying, buying or selling stuff you know to be stolen.",1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,other,N
14,Vandalism,"To willfully or maliciously destroy, damage, deface, or otherwise injure real or personal property without the consent of the owner or the person having custody or control of it. ","Intentionally damaging or destroying someone's property. Without their consent, of course.",1265,CRIMINAL DAMAGE,LIBRARY VANDALISM,quality,N
14,Vandalism,"To willfully or maliciously destroy, damage, deface, or otherwise injure real or personal property without the consent of the owner or the person having custody or control of it. ","Intentionally damaging or destroying someone's property. Without their consent, of course.",1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,quality,N
14,Vandalism,"To willfully or maliciously destroy, damage, deface, or otherwise injure real or personal property without the consent of the owner or the person having custody or control of it. ","Intentionally damaging or destroying someone's property. Without their consent, of course.",1310,CRIMINAL DAMAGE,TO PROPERTY,quality,N
14,Vandalism,"To willfully or maliciously destroy, damage, deface, or otherwise injure real or personal property without the consent of the owner or the person having custody or control of it. ","Intentionally damaging or destroying someone's property. Without their consent, of course.",1320,CRIMINAL DAMAGE,TO VEHICLE,quality,N
14,Vandalism,"To willfully or maliciously destroy, damage, deface, or otherwise injure real or personal property without the consent of the owner or the person having custody or control of it. ","Intentionally damaging or destroying someone's property. Without their consent, of course.",1340,CRIMINAL DAMAGE,TO STATE SUP PROP,quality,N
14,Vandalism,"To willfully or maliciously destroy, damage, deface, or otherwise injure real or personal property without the consent of the owner or the person having custody or control of it. ","Intentionally damaging or destroying someone's property. Without their consent, of course.",1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,quality,N
14,Vandalism,"To willfully or maliciously destroy, damage, deface, or otherwise injure real or personal property without the consent of the owner or the person having custody or control of it. ","Intentionally damaging or destroying someone's property. Without their consent, of course.",1370,CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,quality,N
14,Vandalism,"To willfully or maliciously destroy, damage, deface, or otherwise injure real or personal property without the consent of the owner or the person having custody or control of it. ","Intentionally damaging or destroying someone's property. Without their consent, of course.",1375,CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,quality,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",041A,BATTERY,AGGRAVATED: HANDGUN,violent,I
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",141B,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",142A,WEAPONS VIOLATION,UNLAWFUL SALE HANDGUN,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",142B,WEAPONS VIOLATION,UNLAWFUL SALE OTHER FIREARM,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",1435,WEAPONS VIOLATION,POS: FIREARM AT SCHOOL,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",1435,WEAPONS VIOLATION,UNLAWFUL SALE/DELIVERY OF FIREARM AT SCHOOL,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",1440,WEAPONS VIOLATION,REGISTER OF SALES BY DEALER,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",1450,WEAPONS VIOLATION,DEFACE IDENT MARKS OF FIREARM,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",1476,WEAPONS VIOLATION,USE OF METAL PIERCING BULLETS,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,other,N
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,,
15,Weapons violation,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, concealment, or use of firearms, cutting instruments, explosives, incendiary devices, or other deadly weapons.","Breaking any of the laws that govern the making, shipping, selling, buying, possession, concealing, or using of deadly weapons, including guns, blades, explosives, incendiary devices, and others.",2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,other,N
