fbi_code,fbi_name,legal_definition,friendly_definition,iucr,primary_type,description,type,index_code
24,Disorderly conduct,"Any behavior that tends to disturb the public peace or decorum, scandalize the community, or shock the public sense of morality.","Behavior that ""scandalizes the community,"" including public drunkenness, flashing people?, running around in packs causing trouble..",3750,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,other,N
24,Disorderly conduct,"Any behavior that tends to disturb the public peace or decorum, scandalize the community, or shock the public sense of morality.","Behavior that ""scandalizes the community,"" including public drunkenness, flashing people?, running around in packs causing trouble..",3750,INTERFERE WITH PUBLIC OFFICER,ESCAPE,other,N
24,Disorderly conduct,"Any behavior that tends to disturb the public peace or decorum, scandalize the community, or shock the public sense of morality.","Behavior that ""scandalizes the community,"" including public drunkenness, flashing people?, running around in packs causing trouble..",3751,INTERFERENCE WITH PUBLIC OFFICER,AIDING ARRESTEE ESCAPE,other,N
24,Disorderly conduct,"Any behavior that tends to disturb the public peace or decorum, scandalize the community, or shock the public sense of morality.","Behavior that ""scandalizes the community,"" including public drunkenness, flashing people?, running around in packs causing trouble..",3751,INTERFERE WITH PUBLIC OFFICER,AIDING ARRESTEE ESCAPE,other,N
24,Disorderly conduct,"Any behavior that tends to disturb the public peace or decorum, scandalize the community, or shock the public sense of morality.","Behavior that ""scandalizes the community,"" including public drunkenness, flashing people?, running around in packs causing trouble..",3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,other,N
24,Disorderly conduct,"Any behavior that tends to disturb the public peace or decorum, scandalize the community, or shock the public sense of morality.","Behavior that ""scandalizes the community,"" including public drunkenness, flashing people?, running around in packs causing trouble..",3760,INTERFERE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,other,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",1840,NARCOTICS,DELIVER CANNABIS TO PERSON <18,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",1850,NARCOTICS,CANNABIS PLANT,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",1860,NARCOTICS,CALCULATED CANNABIS CONSPIRACY,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",1900,OTHER NARCOTIC VIOLATION,INTOXICATING COMPOUNDS,other,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2010,NARCOTICS,MANU/DELIVER:AMPHETAMINES,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2011,NARCOTICS,MANU/DELIVER:BARBITUATES,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2012,NARCOTICS,MANU/DELIVER:COCAINE,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2013,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2015,NARCOTICS,MANU/DELIVER: HALLUCINOGEN,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2016,NARCOTICS,MANU/DELIVER:PCP,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2017,NARCOTICS,MANU/DELIVER:CRACK,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2018,NARCOTICS,MANU/DELIVER:SYNTHETIC DRUGS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2019,NARCOTICS,MANU/DELIVER:HEROIN(BLACK TAR),quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2020,NARCOTICS,POSS: AMPHETAMINES,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2021,NARCOTICS,POSS: BARBITUATES,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2022,NARCOTICS,POSS: COCAINE,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2023,NARCOTICS,POSS: HEROIN(BRN/TAN),quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2024,NARCOTICS,POSS: HEROIN(WHITE),quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2025,NARCOTICS,POSS: HALLUCINOGENS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2026,NARCOTICS,POSS: PCP,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2027,NARCOTICS,POSS: CRACK,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2028,NARCOTICS,POSS: SYNTHETIC DRUGS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2029,NARCOTICS,POSS: HEROIN(BLACK TAR),quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2030,NARCOTICS,MANU/DELIVER:LOOK-ALIKE DRUG,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2031,NARCOTICS,POSS: METHAMPHETAMINES,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2032,NARCOTICS,MANU/DELIVER: METHAMPHETAMINES,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2033,NARCOTICS,MANU/POSS. W/INTENT TO DELIVER: SYNTHETIC MARIJUANA,,
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2034,NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2040,NARCOTICS,POSS: LOOK-ALIKE DRUGS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2050,NARCOTICS,CRIMINAL DRUG CONSPIRACY,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2060,NARCOTICS,FAIL REGISTER LIC:CONT SUBS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2070,NARCOTICS,DEL CONT SUBS TO PERSON <18,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2080,NARCOTICS,CONT SUBS:FAIL TO MAINT RECORD,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2110,NARCOTICS,POS: HYPODERMIC NEEDLE,quality,N
18,Drug abuse,"The violation of laws prohibiting the production, distribution, and/or use of certain controlled substances and the equipment or devices utilized in their preparation and/or use.","Making, shipping, selling, or using illegal drugs. Also applies to drug paraphernalia and drug-making equipment.",2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,quality,N
12,Embezzlement,"The unlawful misappropriation by an offender to his/her own use or purpose of money, property, or some other thing of value entrusted to his/her care, custody, or control. ",,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,other,N
10,Forgery and counterfeiting,"The altering, copying, or imitation of something, without authority or right, with the intent to deceive or defraud by passing the copy or thing altered or imitated as that which is original or genuine or the selling, buying, or possession of an altered, copied, or imitated thing with the intent to deceive or defraud. ",Making a fake document or valuable object and passing it off as the real thing.,1120,DECEPTIVE PRACTICE,FORGERY,other,N
10,Forgery and counterfeiting,"The altering, copying, or imitation of something, without authority or right, with the intent to deceive or defraud by passing the copy or thing altered or imitated as that which is original or genuine or the selling, buying, or possession of an altered, copied, or imitated thing with the intent to deceive or defraud. ",Making a fake document or valuable object and passing it off as the real thing.,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,other,N
10,Forgery and counterfeiting,"The altering, copying, or imitation of something, without authority or right, with the intent to deceive or defraud by passing the copy or thing altered or imitated as that which is original or genuine or the selling, buying, or possession of an altered, copied, or imitated thing with the intent to deceive or defraud. ",Making a fake document or valuable object and passing it off as the real thing.,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1110,DECEPTIVE PRACTICE,BOGUS CHECK,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1135,DECEPTIVE PRACTICE,INSURANCE FRAUD,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1160,DECEPTIVE PRACTICE,ALTER COINS,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1170,DECEPTIVE PRACTICE,IMPERSONATION,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1205,DECEPTIVE PRACTICE,"THEFT BY LESSEE,NON-VEH",other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1230,DECEPTIVE PRACTICE,POSS. KEYS OR DEV.TO COIN MACH,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1235,DECEPTIVE PRACTICE,UNLAWFUL USE OF RECORDED SOUND,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1240,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1241,DECEPTIVE PRACTICE,AGGRAVATED COMPUTER TAMPERING,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1245,DECEPTIVE PRACTICE,PAY TV SERVICE OFFENSES,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1255,DECEPTIVE PRACTICE,UNIDENTIFIABLE RECORDING SOUND,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1260,DECEPTIVE PRACTICE,LIBRARY THEFT,other,N
11,Fraud,The intentional perversion of the truth for the purpose of inducing another person or other entity in reliance upon it to part with something of value or to surrender a legal right.,"Lying to get someone to give you money, permission for something, or anything else that benefits you.",1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1610,GAMBLING,BOOKMAKING/HORSES,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1611,GAMBLING,BOOKMAKING/SPORTS,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1620,GAMBLING,BOLITA OR BOLI PUL/OFFICE,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1621,GAMBLING,BOLITA OR BOLI PUL/RUNNER,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1622,GAMBLING,BOLITA OR BOLI PUL/WRITER,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1624,GAMBLING,LOTTERY/PARI-MUTUEL,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1625,GAMBLING,NATIONAL LOTTERY,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1626,GAMBLING,ILLEGAL ILL LOTTERY,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1627,GAMBLING,LOTTERY/OTHER,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1630,GAMBLING,WIREROOM/HORSES,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1631,GAMBLING,WIREROOM/SPORTS,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1633,GAMBLING,SPORTS TAMPERING,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1640,GAMBLING,REGISTER FED GAMBLING STAMP,other,N
